Повна адреса,Дата рішення,Рішення
Донецька  Добропілля Травнева 123,02.01.2026,2a0ee9963521a8973a7e7affa4f21fba.pdf
Донецька  Добропілля Травнева 123,09.01.2026,26462bdf4cef818409400161d677540f.pdf
Донецька  Добропілля Травнева 123,16.01.2026,059f349c595ba69110a0ec2805d54153.pdf
Донецька  Добропілля Травнева 123,23.01.2026,28122ad18d3561d0a13aa65d99baf5fd.pdf
Донецька  Добропілля Травнева 123,30.01.2026,0fff57efc0a29298c92e3e26aa25b270.pdf
Донецька  Добропілля Травнева 123,06.02.2026,e6cf211e7a29aec74657b71d0ad7e8f9.pdf
Донецька  Добропілля Травнева 123,13.02.2026,d2b82ec70f4389f4177fb0472f6d9b16.pdf
Донецька  Добропілля Травнева 123,20.02.2026,62bd7e0c5196c41f6e21d556158bd6c5.pdf
Донецька  Добропілля Травнева 123,27.02.2026,d7cea1c06a397ac5a62d01434eb9479f.pdf
Донецька  Добропілля Травнева 123,06.03.2026,79be903f9d457691611cadd2e0d3df9b.pdf
Донецька  Добропілля Травнева 123,13.03.2026,184483eb872247e45ed5d587f11c05ee.pdf
Донецька  Добропілля Травнева 123,20.03.2026,b1c45afe735dc97ebd1a80def64e952b.pdf
Донецька  Добропілля Травнева 123,27.03.2026,b7c6e692cfef0d48742a82011df74458.pdf
Донецька  Добропілля Травнева 123,10.04.2026,https://rada.info/upload/users_files/32897190/b4cc1884aed3441e2de89d3653ca8872.pdf
Донецька  Добропілля Травнева 125,21.11.2025,56e178f678cabc1bc0f314fc11649215.pdf
Донецька  Добропілля Травнева 125,28.11.2025,eaddbb0f12f0570c7f84ce0b571248ec.pdf
Донецька  Добропілля Травнева 125,05.12.2025,8d526f996d0a50d484e2d2c7c2e48771.pdf
Донецька  Добропілля Травнева 125,12.12.2025,97f24fc5e84cedbe951efe039284eaab.pdf
Донецька  Добропілля Травнева 125,19.12.2025,efdce56197f98c07868f605604b964ea.pdf
Донецька  Добропілля Травнева 125,02.01.2026,2a0ee9963521a8973a7e7affa4f21fba.pdf
Донецька  Добропілля Травнева 125,16.01.2026,059f349c595ba69110a0ec2805d54153.pdf
Донецька  Добропілля Травнева 125,30.01.2026,0fff57efc0a29298c92e3e26aa25b270.pdf
Донецька  Добропілля Травнева 125,06.02.2026,e6cf211e7a29aec74657b71d0ad7e8f9.pdf
Донецька  Добропілля Травнева 125,20.02.2026,62bd7e0c5196c41f6e21d556158bd6c5.pdf
Донецька  Добропілля Травнева 125,27.02.2026,d7cea1c06a397ac5a62d01434eb9479f.pdf
Донецька  Добропілля Травнева 125,06.03.2026,79be903f9d457691611cadd2e0d3df9b.pdf
Донецька  Добропілля Травнева 125,13.03.2026,184483eb872247e45ed5d587f11c05ee.pdf
Донецька  Добропілля Травнева 125,20.03.2026,b1c45afe735dc97ebd1a80def64e952b.pdf
Донецька  сел. Водянське Дружби 4,03.04.2026,0cc1fd7a310e4e34a2028c0f7a353bb5.pdf
Донецька  сел. Водянське Комунальна 10,10.04.2026,https://rada.info/upload/users_files/32897190/b4cc1884aed3441e2de89d3653ca8872.pdf
Донецька  сел. Водянське Комунальна 11,19.12.2025,efdce56197f98c07868f605604b964ea.pdf
Донецька  сел. Водянське Комунальна 13,02.01.2026,2a0ee9963521a8973a7e7affa4f21fba.pdf
Донецька  сел. Водянське Комунальна 13,06.02.2026,e6cf211e7a29aec74657b71d0ad7e8f9.pdf
Донецька  сел. Водянське Комунальна 8,06.02.2026,e6cf211e7a29aec74657b71d0ad7e8f9.pdf
